dataset,DouBanDatasets_RedundancyCut/Douban_202t_2010w
ALPHA,0.1
G_Size,5
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.0
3.3,0.0
3.4,0.0
3.5,0.0
3.6,0.0
3.7,0.0
3.8,0.0
3.9,0.005050659817208745
4.0,0.013712420034596617
4.1,0.05942606179256573
4.2,0.07215604648641619
4.3,0.06698853993282279
4.4,0.24499833549882133
4.5,0.19372145253299525
4.6,0.1593504974507473
4.7,0.13460551914330057
4.8,0.04008931451215167
4.9,0.009901152798368522
5.0,0.0
