dataset,GoodReadsDatasets/GoodReads_309t_108363w
ALPHA,0.2
G_Size,5
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.006472491909385114
3.1,0.0
3.2,0.003236245954692557
3.3,0.0
3.4,0.009708738723469182
3.5,0.009709240397961682
3.6,0.03879083701086049
3.7,0.08092715913384467
3.8,0.07765860624437694
3.9,0.12624749200925744
4.0,0.1456309643532594
4.1,0.08738220840011021
4.2,0.14890285442234122
4.3,0.1197958986426834
4.4,0.06819515935944787
4.5,0.047824275969341704
4.6,0.01656770198735048
4.7,0.012950125481616908
4.8,0.0
4.9,0.0
5.0,0.0
