dataset,GoodReadsDatasets_SWTest/GoodReads_4560_309t
ALPHA,0.1
G_Size,5
Iteration Count,91
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.0
3.2,0.013251518646998969
3.3,0.0
3.4,0.00745067468506478
3.5,0.0207780162190692
3.6,0.038284828194807406
3.7,0.06388855354012488
3.8,0.1700423387415276
3.9,0.10245058795868876
4.0,0.17903637363402772
4.1,0.13216084472523174
4.2,0.05641201118912544
4.3,0.10897367558891147
4.4,0.03760243109533665
4.5,0.039955773297849835
4.6,0.029712372483230158
4.7,0.0
4.8,0.0
4.9,0.0
5.0,0.0
